M,0.059,-0.002,0.418
A,-3.230,-0.231,-68.571
D,0.076419,0.016886,0.410000
D,0.076692,0.016803,0.408000
D,0.077344,0.016803,0.408000
D,0.077802,0.016761,0.407000
D,0.078256,0.016719,0.406000
D,0.078707,0.016677,0.405000
D,0.079354,0.016677,0.405000
D,0.079800,0.016635,0.404000
D,0.080445,0.016635,0.404000
D,0.080887,0.016594,0.403000
D,0.081325,0.016552,0.402000
D,0.081967,0.016552,0.402000
D,0.082400,0.016510,0.401000
D,0.083040,0.016510,0.401000
D,0.083469,0.016468,0.400000
D,0.083894,0.016426,0.399000
D,0.084531,0.016426,0.399000
D,0.085168,0.016426,0.399000
D,0.085587,0.016385,0.398000
D,0.086222,0.016385,0.398000
D,0.086636,0.016343,0.397000
D,0.087270,0.016343,0.397000
D,0.087679,0.016301,0.396000
D,0.088311,0.016301,0.396000
D,0.088943,0.016301,0.396000
D,0.089345,0.016259,0.395000
D,0.089976,0.016259,0.395000
D,0.090374,0.016217,0.394000
D,0.091003,0.016217,0.394000
D,0.091395,0.016176,0.393000
D,0.092023,0.016176,0.393000
D,0.092650,0.016176,0.393000
D,0.093036,0.016134,0.392000
D,0.093662,0.016134,0.392000
D,0.094288,0.016134,0.392000
D,0.094667,0.016092,0.391000
D,0.095291,0.016092,0.391000
D,0.095916,0.016092,0.391000
D,0.096289,0.016050,0.390000
D,0.096911,0.016050,0.390000
D,0.097534,0.016050,0.390000
D,0.098156,0.016050,0.390000
D,0.098779,0.016050,0.390000
D,0.099401,0.016050,0.390000
D,0.100023,0.016050,0.390000
D,0.100646,0.016050,0.390000
D,0.101268,0.016050,0.390000
D,0.101625,0.016008,0.389000
D,0.102246,0.016008,0.389000
D,0.102867,0.016008,0.389000
D,0.103488,0.016008,0.389000
D,0.104109,0.016008,0.389000
D,0.104730,0.016008,0.389000
D,0.105350,0.016008,0.389000
D,0.105971,0.016008,0.389000
D,0.106314,0.015967,0.388000
D,0.106933,0.015967,0.388000
D,0.107552,0.015967,0.388000
D,0.108171,0.015967,0.388000
D,0.108791,0.015967,0.388000
D,0.109410,0.015967,0.388000
D,0.110029,0.015967,0.388000
D,0.110648,0.015967,0.388000
D,0.111267,0.015967,0.388000
D,0.111887,0.015967,0.388000
D,0.112800,0.016008,0.389000
D,0.113421,0.016008,0.389000
D,0.114042,0.016008,0.389000
D,0.114663,0.016008,0.389000
D,0.115284,0.016008,0.389000
D,0.115904,0.016008,0.389000
D,0.116525,0.016008,0.389000
D,0.117146,0.016008,0.389000
D,0.117767,0.016008,0.389000
D,0.118388,0.016008,0.389000
D,0.119319,0.016050,0.390000
D,0.119942,0.016050,0.390000
D,0.120564,0.016050,0.390000
D,0.121187,0.016050,0.390000
D,0.121809,0.016050,0.390000
D,0.122431,0.016050,0.390000
D,0.123054,0.016050,0.390000
D,0.123676,0.016050,0.390000
D,0.124299,0.016050,0.390000
D,0.125247,0.016092,0.391000
D,0.125871,0.016092,0.391000
D,0.126495,0.016092,0.391000
D,0.127449,0.016134,0.392000
D,0.128075,0.016134,0.392000
D,0.128700,0.016134,0.392000
D,0.129661,0.016176,0.393000
D,0.130288,0.016176,0.393000
D,0.131254,0.016217,0.394000
D,0.131883,0.016217,0.394000
D,0.132512,0.016217,0.394000
D,0.133484,0.016259,0.395000
D,0.134114,0.016259,0.395000
D,0.135091,0.016301,0.396000
D,0.076419,0.017541,0.410000
D,0.076692,0.017455,0.408000
D,0.077344,0.017455,0.408000
D,0.077802,0.017411,0.407000
D,0.078256,0.017368,0.406000
D,0.078707,0.017324,0.405000
D,0.079354,0.017324,0.405000
D,0.080001,0.017324,0.405000
D,0.080445,0.017281,0.404000
D,0.080887,0.017237,0.403000
D,0.081325,0.017194,0.402000
D,0.081967,0.017194,0.402000
D,0.082400,0.017151,0.401000
D,0.083040,0.017151,0.401000
D,0.083469,0.017107,0.400000
D,0.084107,0.017107,0.400000
